,scene,file,split,range,0,1,2,3,4,5,6,7
12242,21_station_wedel_21.1,460,Train,[40-60[,4131,494,1260,0,279,0,0,0
12243,21_station_wedel_21.1,460,Train,[60-80[,1709,0,307,0,0,0,0,0
12244,21_station_wedel_21.1,460,Train,[80-100[,1265,0,0,0,0,0,0,674
12245,21_station_wedel_21.1,460,Train,[100-140[,10087,0,0,0,0,0,0,0
12246,21_station_wedel_21.1,460,Train,[140-180[,713,0,0,0,0,0,0,0
12247,21_station_wedel_21.1,460,Train,[180-220[,93,0,0,0,0,0,0,0
12248,21_station_wedel_21.1,460,Train,[220-1000[,40,0,0,0,0,0,0,0
12249,21_station_wedel_21.1,449,Train,[0-20[,146512,0,10279,0,4947,0,0,0
12250,21_station_wedel_21.1,449,Train,[20-40[,26214,0,2182,0,1737,0,0,0
12251,21_station_wedel_21.1,449,Train,[40-60[,4316,482,1244,0,259,0,0,0
12252,21_station_wedel_21.1,449,Train,[60-80[,1797,0,295,0,0,0,0,0
12253,21_station_wedel_21.1,449,Train,[80-100[,1091,0,0,0,0,0,0,697
12254,21_station_wedel_21.1,449,Train,[100-140[,10057,0,0,0,0,0,0,0
12255,21_station_wedel_21.1,449,Train,[140-180[,725,0,0,0,0,0,0,0
12256,21_station_wedel_21.1,449,Train,[180-220[,75,0,0,0,0,0,0,0
12257,21_station_wedel_21.1,449,Train,[220-1000[,34,0,0,0,0,0,0,0
12258,21_station_wedel_21.1,383,Train,[0-20[,146087,0,10287,0,4897,0,0,0
12259,21_station_wedel_21.1,383,Train,[20-40[,25714,0,2357,0,1682,0,0,0
12260,21_station_wedel_21.1,383,Train,[40-60[,4258,389,1193,0,303,0,0,0
12261,21_station_wedel_21.1,383,Train,[60-80[,1840,0,289,0,0,0,0,0
12262,21_station_wedel_21.1,383,Train,[80-100[,1244,0,0,0,0,0,3,644
12263,21_station_wedel_21.1,383,Train,[100-140[,10539,0,0,0,0,0,0,0
12264,21_station_wedel_21.1,383,Train,[140-180[,778,0,0,0,0,0,0,0
12265,21_station_wedel_21.1,383,Train,[180-220[,61,0,0,0,0,0,0,0
12266,21_station_wedel_21.1,383,Train,[220-1000[,32,0,0,0,0,0,0,0
12267,21_station_wedel_21.1,397,Train,[0-20[,146498,0,10231,0,4889,0,0,0
12268,21_station_wedel_21.1,397,Train,[20-40[,25898,0,2265,0,1712,0,0,0
12269,21_station_wedel_21.1,397,Train,[40-60[,4083,444,1242,0,305,0,0,0
12270,21_station_wedel_21.1,397,Train,[60-80[,1946,0,292,0,0,0,0,0
12271,21_station_wedel_21.1,397,Train,[80-100[,1068,0,0,0,0,0,8,668
12272,21_station_wedel_21.1,397,Train,[100-140[,10344,0,0,0,0,0,0,0
12273,21_station_wedel_21.1,397,Train,[140-180[,902,0,0,0,0,0,0,0
12274,21_station_wedel_21.1,397,Train,[180-220[,84,0,0,0,0,0,0,0
12275,21_station_wedel_21.1,397,Train,[220-1000[,33,0,0,0,0,0,0,0
12276,21_station_wedel_21.1,411,Train,[0-20[,146466,0,10243,0,4821,0,0,0
12277,21_station_wedel_21.1,411,Train,[20-40[,25679,0,2275,0,1682,0,0,0
12278,21_station_wedel_21.1,411,Train,[40-60[,4274,481,1180,0,288,0,0,0
12279,21_station_wedel_21.1,411,Train,[60-80[,1957,0,307,0,0,0,0,0
12280,21_station_wedel_21.1,411,Train,[80-100[,1133,0,0,0,0,0,0,666
12281,21_station_wedel_21.1,411,Train,[100-140[,10329,0,0,0,0,0,0,0
12282,21_station_wedel_21.1,411,Train,[140-180[,727,0,0,0,0,0,0,0
12283,21_station_wedel_21.1,411,Train,[180-220[,80,0,0,0,0,0,0,0
12284,21_station_wedel_21.1,411,Train,[220-1000[,34,0,0,0,0,0,0,0
12285,21_station_wedel_21.1,416,Train,[0-20[,146727,0,10356,0,4787,0,0,0
12286,21_station_wedel_21.1,416,Train,[20-40[,25695,0,2219,0,1723,0,0,0
12287,21_station_wedel_21.1,416,Train,[40-60[,4233,468,1167,0,293,0,0,0
12288,21_station_wedel_21.1,416,Train,[60-80[,1967,0,312,0,0,0,0,0
12289,21_station_wedel_21.1,416,Train,[80-100[,1238,0,0,0,0,0,0,680
12290,21_station_wedel_21.1,416,Train,[100-140[,10265,0,0,0,0,0,0,0
12291,21_station_wedel_21.1,416,Train,[140-180[,734,0,0,0,0,0,0,0
12292,21_station_wedel_21.1,416,Train,[180-220[,67,0,0,0,0,0,0,0
12293,21_station_wedel_21.1,416,Train,[220-1000[,38,0,0,0,0,0,0,0
12294,21_station_wedel_21.1,410,Train,[0-20[,146659,0,10245,0,4864,0,0,0
12295,21_station_wedel_21.1,410,Train,[20-40[,25757,0,2382,0,1716,0,0,0
12296,21_station_wedel_21.1,410,Train,[40-60[,4251,450,1243,0,280,0,0,0
12297,21_station_wedel_21.1,410,Train,[60-80[,1903,0,294,0,0,0,0,0
12298,21_station_wedel_21.1,410,Train,[80-100[,1119,0,0,0,0,0,0,687
12299,21_station_wedel_21.1,410,Train,[100-140[,10054,0,0,0,0,0,0,0
12300,21_station_wedel_21.1,410,Train,[140-180[,805,0,0,0,0,0,0,0
12301,21_station_wedel_21.1,410,Train,[180-220[,99,0,0,0,0,0,0,0
12302,21_station_wedel_21.1,410,Train,[220-1000[,39,0,0,0,0,0,0,0
12303,21_station_wedel_21.1,454,Train,[0-20[,146978,0,10239,0,5037,0,0,0
12304,21_station_wedel_21.1,454,Train,[20-40[,25620,0,2285,0,1915,0,0,0
12305,21_station_wedel_21.1,454,Train,[40-60[,4244,412,1179,0,315,0,0,0
12306,21_station_wedel_21.1,454,Train,[60-80[,1684,0,306,0,0,0,0,0
12307,21_station_wedel_21.1,454,Train,[80-100[,1165,0,0,0,0,0,0,706
12308,21_station_wedel_21.1,454,Train,[100-140[,10003,0,0,0,0,0,0,0
12309,21_station_wedel_21.1,454,Train,[140-180[,729,0,0,0,0,0,0,0
12310,21_station_wedel_21.1,454,Train,[180-220[,79,0,0,0,0,0,0,0
12311,21_station_wedel_21.1,454,Train,[220-1000[,32,0,0,0,0,0,0,0
12312,21_station_wedel_21.1,419,Train,[0-20[,146667,0,10272,0,4887,0,0,0
12313,21_station_wedel_21.1,419,Train,[20-40[,25559,0,2241,0,1693,0,0,0
12314,21_station_wedel_21.1,419,Train,[40-60[,4198,431,1229,0,260,0,0,0
12315,21_station_wedel_21.1,419,Train,[60-80[,1880,0,346,0,0,0,0,0
12316,21_station_wedel_21.1,419,Train,[80-100[,1126,0,0,0,0,0,0,671
12317,21_station_wedel_21.1,419,Train,[100-140[,10482,0,0,0,0,0,0,0
12318,21_station_wedel_21.1,419,Train,[140-180[,783,0,0,0,0,0,0,0
12319,21_station_wedel_21.1,419,Train,[180-220[,68,0,0,0,0,0,0,0
12320,21_station_wedel_21.1,419,Train,[220-1000[,48,0,0,0,0,0,0,0
12321,21_station_wedel_21.1,403,Train,[0-20[,146396,0,10282,0,4942,0,0,0
12322,21_station_wedel_21.1,403,Train,[20-40[,25436,0,2318,0,1659,0,0,0
12323,21_station_wedel_21.1,403,Train,[40-60[,4309,437,1185,0,291,0,0,0
12324,21_station_wedel_21.1,403,Train,[60-80[,1890,0,294,0,0,0,0,0
12325,21_station_wedel_21.1,403,Train,[80-100[,1088,0,0,0,0,0,0,689
12326,21_station_wedel_21.1,403,Train,[100-140[,10673,0,0,0,0,0,0,0
12327,21_station_wedel_21.1,403,Train,[140-180[,832,0,0,0,0,0,0,0
12328,21_station_wedel_21.1,403,Train,[180-220[,79,0,0,0,0,0,0,0
12329,21_station_wedel_21.1,403,Train,[220-1000[,43,0,0,0,0,0,0,0
12330,21_station_wedel_21.1,413,Train,[0-20[,146379,0,10315,0,4842,0,0,0
12331,21_station_wedel_21.1,413,Train,[20-40[,26428,0,2291,0,1708,0,0,0
12332,21_station_wedel_21.1,413,Train,[40-60[,4096,476,1161,0,278,0,0,0
12333,21_station_wedel_21.1,413,Train,[60-80[,1850,0,293,0,0,0,0,0
12334,21_station_wedel_21.1,413,Train,[80-100[,1170,0,0,0,0,0,0,656
12335,21_station_wedel_21.1,413,Train,[100-140[,10020,0,0,0,0,0,0,0
12336,21_station_wedel_21.1,413,Train,[140-180[,843,0,0,0,0,0,0,0
12337,21_station_wedel_21.1,413,Train,[180-220[,99,0,0,0,0,0,0,0
12338,21_station_wedel_21.1,413,Train,[220-1000[,31,0,0,0,0,0,0,0
12339,21_station_wedel_21.1,424,Train,[0-20[,147016,0,10032,0,4995,0,0,0
12340,21_station_wedel_21.1,424,Train,[20-40[,25262,0,2249,0,1679,0,0,0
12341,21_station_wedel_21.1,424,Train,[40-60[,4413,522,1183,0,249,0,0,0
12342,21_station_wedel_21.1,424,Train,[60-80[,1907,0,324,0,0,0,0,0
12343,21_station_wedel_21.1,424,Train,[80-100[,1181,0,0,0,0,0,0,648
12344,21_station_wedel_21.1,424,Train,[100-140[,10447,0,0,0,0,0,0,0
12345,21_station_wedel_21.1,424,Train,[140-180[,741,0,0,0,0,0,0,0
12346,21_station_wedel_21.1,424,Train,[180-220[,86,0,0,0,0,0,0,0
12347,21_station_wedel_21.1,424,Train,[220-1000[,48,0,0,0,0,0,0,0
12348,21_station_wedel_21.1,430,Train,[0-20[,147280,0,10289,0,4912,0,0,0
12349,21_station_wedel_21.1,430,Train,[20-40[,25561,0,2299,0,1709,0,0,0
12350,21_station_wedel_21.1,430,Train,[40-60[,4342,446,1252,0,277,0,0,0
12351,21_station_wedel_21.1,430,Train,[60-80[,1911,0,307,0,0,0,0,0
12352,21_station_wedel_21.1,430,Train,[80-100[,1039,0,0,0,0,0,0,654
12353,21_station_wedel_21.1,430,Train,[100-140[,9883,0,0,0,0,0,0,0
12354,21_station_wedel_21.1,430,Train,[140-180[,795,0,0,0,0,0,0,0
12355,21_station_wedel_21.1,430,Train,[180-220[,91,0,0,0,0,0,0,0
12356,21_station_wedel_21.1,430,Train,[220-1000[,45,0,0,0,0,0,0,0
12357,21_station_wedel_21.1,392,Train,[0-20[,146439,0,10231,0,4835,0,0,0
12358,21_station_wedel_21.1,392,Train,[20-40[,26260,0,2490,0,1697,0,0,0
12359,21_station_wedel_21.1,392,Train,[40-60[,4118,409,1166,0,297,0,0,0
12360,21_station_wedel_21.1,392,Train,[60-80[,1846,0,287,0,0,0,0,0
12361,21_station_wedel_21.1,392,Train,[80-100[,1130,0,0,0,0,0,17,685
12362,21_station_wedel_21.1,392,Train,[100-140[,10201,0,0,0,0,0,0,0
12363,21_station_wedel_21.1,392,Train,[140-180[,733,0,0,0,0,0,0,0
12364,21_station_wedel_21.1,392,Train,[180-220[,80,0,0,0,0,0,0,0
12365,21_station_wedel_21.1,392,Train,[220-1000[,33,0,0,0,0,0,0,0
12366,21_station_wedel_21.1,437,Train,[0-20[,146930,0,10241,0,4762,0,0,0
12367,21_station_wedel_21.1,437,Train,[20-40[,25988,0,2217,0,1693,0,0,0
12368,21_station_wedel_21.1,437,Train,[40-60[,4449,492,1161,0,270,0,0,0
12369,21_station_wedel_21.1,437,Train,[60-80[,1844,0,313,0,0,0,0,0
12370,21_station_wedel_21.1,437,Train,[80-100[,1073,0,0,0,0,0,0,649
12371,21_station_wedel_21.1,437,Train,[100-140[,10023,0,0,0,0,0,0,0
12372,21_station_wedel_21.1,437,Train,[140-180[,767,0,0,0,0,0,0,0
12373,21_station_wedel_21.1,437,Train,[180-220[,69,0,0,0,0,0,0,0
12374,21_station_wedel_21.1,437,Train,[220-1000[,37,0,0,0,0,0,0,0
12375,21_station_wedel_21.1,429,Train,[0-20[,146891,0,10244,0,5021,0,0,0
12376,21_station_wedel_21.1,429,Train,[20-40[,25659,0,2232,0,1692,0,0,0
12377,21_station_wedel_21.1,429,Train,[40-60[,4334,496,1164,0,254,0,0,0
12378,21_station_wedel_21.1,429,Train,[60-80[,1952,0,303,0,0,0,0,0
12379,21_station_wedel_21.1,429,Train,[80-100[,1090,0,0,0,0,0,0,676
12380,21_station_wedel_21.1,429,Train,[100-140[,9978,0,0,0,0,0,0,0
12381,21_station_wedel_21.1,429,Train,[140-180[,784,0,0,0,0,0,0,0
12382,21_station_wedel_21.1,429,Train,[180-220[,74,0,0,0,0,0,0,0
12383,21_station_wedel_21.1,429,Train,[220-1000[,47,0,0,0,0,0,0,0
12384,21_station_wedel_21.1,465,Train,[0-20[,146483,0,10187,0,4862,0,0,0
12385,21_station_wedel_21.1,465,Train,[20-40[,25854,0,2216,0,1699,0,0,0
12386,21_station_wedel_21.1,465,Train,[40-60[,4224,424,1170,0,265,0,0,0
12387,21_station_wedel_21.1,465,Train,[60-80[,1705,0,343,0,0,0,0,0
12388,21_station_wedel_21.1,465,Train,[80-100[,1228,0,0,0,0,0,0,655
12389,21_station_wedel_21.1,465,Train,[100-140[,10512,0,0,0,0,0,0,0
12390,21_station_wedel_21.1,465,Train,[140-180[,709,0,0,0,0,0,0,0
12391,21_station_wedel_21.1,465,Train,[180-220[,97,0,0,0,0,0,0,0
12392,21_station_wedel_21.1,465,Train,[220-1000[,45,0,0,0,0,0,0,0
12393,21_station_wedel_21.1,384,Train,[0-20[,146298,0,10191,0,4884,0,0,0
12394,21_station_wedel_21.1,384,Train,[20-40[,25994,0,2386,0,1693,0,0,0
12395,21_station_wedel_21.1,384,Train,[40-60[,4332,403,1204,0,307,0,0,0
12396,21_station_wedel_21.1,384,Train,[60-80[,1819,0,309,0,0,0,0,0
12397,21_station_wedel_21.1,384,Train,[80-100[,1130,0,0,0,0,0,5,681
12398,21_station_wedel_21.1,384,Train,[100-140[,10312,0,0,0,0,0,0,0
12399,21_station_wedel_21.1,384,Train,[140-180[,751,0,0,0,0,0,0,0
12400,21_station_wedel_21.1,384,Train,[180-220[,91,0,0,0,0,0,0,0
12401,21_station_wedel_21.1,384,Train,[220-1000[,42,0,0,0,0,0,0,0
12402,21_station_wedel_21.1,376,Train,[0-20[,146519,0,10279,0,4950,0,0,0
12403,21_station_wedel_21.1,376,Train,[20-40[,25314,0,2308,0,1671,0,0,0
12404,21_station_wedel_21.1,376,Train,[40-60[,4260,443,1214,0,298,0,0,0
12405,21_station_wedel_21.1,376,Train,[60-80[,1794,0,293,0,0,0,0,0
12406,21_station_wedel_21.1,376,Train,[80-100[,1190,0,0,0,0,0,3,659
12407,21_station_wedel_21.1,376,Train,[100-140[,10628,0,0,0,0,0,0,0
12408,21_station_wedel_21.1,376,Train,[140-180[,805,0,0,0,0,0,0,0
12409,21_station_wedel_21.1,376,Train,[180-220[,91,0,0,0,0,0,0,0
12410,21_station_wedel_21.1,376,Train,[220-1000[,41,0,0,0,0,0,0,0
12411,21_station_wedel_21.1,387,Train,[0-20[,146747,0,10317,0,5219,0,0,0
12412,21_station_wedel_21.1,387,Train,[20-40[,25718,0,2367,0,1809,0,0,0
12413,21_station_wedel_21.1,387,Train,[40-60[,4074,417,1154,0,318,0,0,0
12414,21_station_wedel_21.1,387,Train,[60-80[,1773,0,288,0,0,0,0,0
12415,21_station_wedel_21.1,387,Train,[80-100[,1131,0,0,0,0,0,6,657
12416,21_station_wedel_21.1,387,Train,[100-140[,9965,0,0,0,0,0,0,0
12417,21_station_wedel_21.1,387,Train,[140-180[,757,0,0,0,0,0,0,0
12418,21_station_wedel_21.1,387,Train,[180-220[,99,0,0,0,0,0,0,0
12419,21_station_wedel_21.1,387,Train,[220-1000[,37,0,0,0,0,0,0,0
12420,21_station_wedel_21.1,415,Train,[0-20[,146969,0,10356,0,5174,0,0,0
12421,21_station_wedel_21.1,415,Train,[20-40[,25744,0,2248,0,1832,0,0,0
12422,21_station_wedel_21.1,415,Train,[40-60[,4104,473,1150,0,290,0,0,0
12423,21_station_wedel_21.1,415,Train,[60-80[,1904,0,307,0,0,0,0,0
12424,21_station_wedel_21.1,415,Train,[80-100[,1153,0,0,0,0,0,0,662
12425,21_station_wedel_21.1,415,Train,[100-140[,9811,0,0,0,0,0,0,0
12426,21_station_wedel_21.1,415,Train,[140-180[,719,0,0,0,0,0,0,0
12427,21_station_wedel_21.1,415,Train,[180-220[,88,0,0,0,0,0,0,0
12428,21_station_wedel_21.1,415,Train,[220-1000[,26,0,0,0,0,0,0,0
12429,21_station_wedel_21.1,464,Train,[0-20[,146766,0,10096,0,4834,0,0,0
12430,21_station_wedel_21.1,464,Train,[20-40[,26047,0,2205,0,1696,0,0,0
12431,21_station_wedel_21.1,464,Train,[40-60[,4083,436,1178,0,288,0,0,0
12432,21_station_wedel_21.1,464,Train,[60-80[,1735,0,308,0,0,0,0,0
12433,21_station_wedel_21.1,464,Train,[80-100[,1280,0,0,0,0,0,0,677
12434,21_station_wedel_21.1,464,Train,[100-140[,10331,0,0,0,0,0,0,0
12435,21_station_wedel_21.1,464,Train,[140-180[,806,0,0,0,0,0,0,0
12436,21_station_wedel_21.1,464,Train,[180-220[,94,0,0,0,0,0,0,0
12437,21_station_wedel_21.1,464,Train,[220-1000[,36,0,0,0,0,0,0,0
12438,21_station_wedel_21.1,379,Train,[0-20[,146864,0,10247,0,4988,0,0,0
12439,21_station_wedel_21.1,379,Train,[20-40[,25576,0,2306,0,1888,0,0,0
12440,21_station_wedel_21.1,379,Train,[40-60[,4182,395,1205,0,352,0,0,0
12441,21_station_wedel_21.1,379,Train,[60-80[,1768,0,292,0,0,0,0,0
12442,21_station_wedel_21.1,379,Train,[80-100[,1170,0,0,0,0,0,0,686
12443,21_station_wedel_21.1,379,Train,[100-140[,10077,0,0,0,0,0,0,0
12444,21_station_wedel_21.1,379,Train,[140-180[,784,0,0,0,0,0,0,0
12445,21_station_wedel_21.1,379,Train,[180-220[,95,0,0,0,0,0,0,0
12446,21_station_wedel_21.1,379,Train,[220-1000[,46,0,0,0,0,0,0,0
12447,21_station_wedel_21.1,405,Train,[0-20[,146258,0,10237,0,4923,0,0,0
12448,21_station_wedel_21.1,405,Train,[20-40[,26472,0,2323,0,1702,0,0,0
12449,21_station_wedel_21.1,405,Train,[40-60[,4276,435,1223,0,255,0,0,0
12450,21_station_wedel_21.1,405,Train,[60-80[,1850,0,304,0,0,0,0,0
12451,21_station_wedel_21.1,405,Train,[80-100[,1086,0,0,0,0,0,0,691
12452,21_station_wedel_21.1,405,Train,[100-140[,10130,0,0,0,0,0,0,0
12453,21_station_wedel_21.1,405,Train,[140-180[,784,0,0,0,0,0,0,0
12454,21_station_wedel_21.1,405,Train,[180-220[,83,0,0,0,0,0,0,0
12455,21_station_wedel_21.1,405,Train,[220-1000[,37,0,0,0,0,0,0,0
12456,6_station_klein_flottbek_6.1,25,Validation,[0-20[,88143,0,0,0,10175,0,0,0
12457,6_station_klein_flottbek_6.1,25,Validation,[20-40[,49856,0,0,1351,3559,0,0,0
12458,6_station_klein_flottbek_6.1,25,Validation,[40-60[,17051,0,0,10,810,0,0,0
12459,6_station_klein_flottbek_6.1,25,Validation,[60-80[,10295,0,0,38,322,0,0,0
12460,6_station_klein_flottbek_6.1,25,Validation,[80-100[,2762,0,0,132,116,0,0,0
12461,6_station_klein_flottbek_6.1,25,Validation,[100-140[,7312,0,0,10,69,0,541,0
12462,6_station_klein_flottbek_6.1,25,Validation,[140-180[,3106,48,0,0,1,0,0,0
12463,6_station_klein_flottbek_6.1,25,Validation,[180-220[,1339,153,0,0,2,0,0,0
12464,6_station_klein_flottbek_6.1,25,Validation,[220-1000[,2026,0,0,0,0,0,0,0
12465,6_station_klein_flottbek_6.1,18,Validation,[0-20[,93723,0,0,0,10264,0,0,0
12466,6_station_klein_flottbek_6.1,18,Validation,[20-40[,52223,0,0,721,3358,0,0,0
12467,6_station_klein_flottbek_6.1,18,Validation,[40-60[,13376,0,0,50,744,0,0,0
12468,6_station_klein_flottbek_6.1,18,Validation,[60-80[,8651,0,0,41,367,0,0,0
12469,6_station_klein_flottbek_6.1,18,Validation,[80-100[,2421,0,0,110,138,0,0,0
12470,6_station_klein_flottbek_6.1,18,Validation,[100-140[,6945,0,0,6,90,0,549,0
12471,6_station_klein_flottbek_6.1,18,Validation,[140-180[,2468,39,0,0,10,0,0,0
12472,6_station_klein_flottbek_6.1,18,Validation,[180-220[,2056,159,0,0,0,0,0,0
12473,6_station_klein_flottbek_6.1,18,Validation,[220-1000[,2059,0,0,0,0,0,0,0
12474,6_station_klein_flottbek_6.1,19,Validation,[0-20[,92605,0,0,0,10190,0,0,0
12475,6_station_klein_flottbek_6.1,19,Validation,[20-40[,51854,0,0,739,3532,0,0,0
12476,6_station_klein_flottbek_6.1,19,Validation,[40-60[,14091,0,0,78,762,0,0,0
12477,6_station_klein_flottbek_6.1,19,Validation,[60-80[,9014,0,0,31,418,0,0,0
12478,6_station_klein_flottbek_6.1,19,Validation,[80-100[,2760,0,0,87,142,0,0,0
12479,6_station_klein_flottbek_6.1,19,Validation,[100-140[,6885,0,0,9,55,0,539,0
12480,6_station_klein_flottbek_6.1,19,Validation,[140-180[,2545,35,0,0,7,0,0,0
12481,6_station_klein_flottbek_6.1,19,Validation,[180-220[,1931,239,0,0,2,0,0,0
12482,6_station_klein_flottbek_6.1,19,Validation,[220-1000[,2085,0,0,0,0,0,0,0
12483,6_station_klein_flottbek_6.1,23,Validation,[0-20[,88612,0,0,0,9910,0,0,0
12484,6_station_klein_flottbek_6.1,23,Validation,[20-40[,51118,0,0,221,3394,0,0,0
12485,6_station_klein_flottbek_6.1,23,Validation,[40-60[,16399,0,0,23,757,0,0,0
12486,6_station_klein_flottbek_6.1,23,Validation,[60-80[,11080,0,0,16,343,0,0,0
12487,6_station_klein_flottbek_6.1,23,Validation,[80-100[,3050,0,0,45,153,0,0,0
12488,6_station_klein_flottbek_6.1,23,Validation,[100-140[,7603,0,0,0,73,0,207,0
12489,6_station_klein_flottbek_6.1,23,Validation,[140-180[,2958,19,0,0,1,0,0,0
12490,6_station_klein_flottbek_6.1,23,Validation,[180-220[,1676,12,0,0,5,0,0,0
12491,6_station_klein_flottbek_6.1,23,Validation,[220-1000[,2002,0,0,0,0,0,0,0
12492,6_station_klein_flottbek_6.1,20,Validation,[0-20[,92084,0,0,0,10255,0,0,0
12493,6_station_klein_flottbek_6.1,20,Validation,[20-40[,51269,0,0,831,3513,0,0,0
12494,6_station_klein_flottbek_6.1,20,Validation,[40-60[,13935,0,0,75,808,0,0,0
12495,6_station_klein_flottbek_6.1,20,Validation,[60-80[,10297,0,0,30,370,0,0,0
12496,6_station_klein_flottbek_6.1,20,Validation,[80-100[,2721,0,0,82,119,0,0,0
12497,6_station_klein_flottbek_6.1,20,Validation,[100-140[,6736,0,0,3,63,0,572,0
12498,6_station_klein_flottbek_6.1,20,Validation,[140-180[,2620,45,0,0,10,0,0,0
12499,6_station_klein_flottbek_6.1,20,Validation,[180-220[,1820,275,0,0,3,0,0,0
12500,6_station_klein_flottbek_6.1,20,Validation,[220-1000[,2034,0,0,0,0,0,0,0
12501,6_station_klein_flottbek_6.1,26,Validation,[0-20[,87496,0,0,0,9919,0,0,0
12502,6_station_klein_flottbek_6.1,26,Validation,[20-40[,49620,0,0,1478,3427,0,0,0
12503,6_station_klein_flottbek_6.1,26,Validation,[40-60[,17593,0,0,2,767,0,0,0
12504,6_station_klein_flottbek_6.1,26,Validation,[60-80[,10063,0,0,30,363,0,0,0
12505,6_station_klein_flottbek_6.1,26,Validation,[80-100[,2891,0,0,100,115,0,0,0
12506,6_station_klein_flottbek_6.1,26,Validation,[100-140[,7834,0,0,0,73,0,591,0
12507,6_station_klein_flottbek_6.1,26,Validation,[140-180[,3313,63,0,0,2,0,0,0
12508,6_station_klein_flottbek_6.1,26,Validation,[180-220[,1176,134,0,0,7,0,0,0
12509,6_station_klein_flottbek_6.1,26,Validation,[220-1000[,2128,0,0,0,0,0,0,0
12510,6_station_klein_flottbek_6.1,21,Validation,[0-20[,89866,0,0,0,9989,0,0,0
12511,6_station_klein_flottbek_6.1,21,Validation,[20-40[,50775,0,0,916,3378,0,0,0
12512,6_station_klein_flottbek_6.1,21,Validation,[40-60[,14125,0,0,56,734,0,0,0
12513,6_station_klein_flottbek_6.1,21,Validation,[60-80[,11886,0,0,38,350,0,0,0
12514,6_station_klein_flottbek_6.1,21,Validation,[80-100[,2741,0,0,69,153,0,0,0
12515,6_station_klein_flottbek_6.1,21,Validation,[100-140[,6916,0,0,0,77,0,583,0
12516,6_station_klein_flottbek_6.1,21,Validation,[140-180[,2678,46,0,0,10,0,0,0
12517,6_station_klein_flottbek_6.1,21,Validation,[180-220[,1835,220,0,0,5,0,0,0
12518,6_station_klein_flottbek_6.1,21,Validation,[220-1000[,2142,0,0,0,0,0,0,0
12519,6_station_klein_flottbek_6.1,17,Validation,[0-20[,93459,0,0,0,10252,0,0,0
12520,6_station_klein_flottbek_6.1,17,Validation,[20-40[,52548,0,0,643,3387,0,0,0
12521,6_station_klein_flottbek_6.1,17,Validation,[40-60[,13373,0,0,50,802,0,0,0
12522,6_station_klein_flottbek_6.1,17,Validation,[60-80[,8110,0,0,40,408,0,0,0
12523,6_station_klein_flottbek_6.1,17,Validation,[80-100[,2586,0,0,118,166,0,0,0
12524,6_station_klein_flottbek_6.1,17,Validation,[100-140[,6657,0,0,7,100,0,587,0
12525,6_station_klein_flottbek_6.1,17,Validation,[140-180[,2526,26,0,0,17,0,0,0
12526,6_station_klein_flottbek_6.1,17,Validation,[180-220[,2194,131,0,0,0,0,0,0
12527,6_station_klein_flottbek_6.1,17,Validation,[220-1000[,2185,0,0,0,0,0,0,0
12528,6_station_klein_flottbek_6.1,24,Validation,[0-20[,88238,0,0,0,9883,0,0,0
12529,6_station_klein_flottbek_6.1,24,Validation,[20-40[,49750,0,0,1173,3560,0,0,0
12530,6_station_klein_flottbek_6.1,24,Validation,[40-60[,16982,0,0,20,798,0,0,0
12531,6_station_klein_flottbek_6.1,24,Validation,[60-80[,10572,0,0,32,363,0,0,0
12532,6_station_klein_flottbek_6.1,24,Validation,[80-100[,2833,0,0,92,136,0,0,0
12533,6_station_klein_flottbek_6.1,24,Validation,[100-140[,7279,0,0,6,78,0,548,0
12534,6_station_klein_flottbek_6.1,24,Validation,[140-180[,3016,44,0,0,1,0,0,0
12535,6_station_klein_flottbek_6.1,24,Validation,[180-220[,1513,185,0,0,3,0,0,0
12536,6_station_klein_flottbek_6.1,24,Validation,[220-1000[,2013,0,0,0,0,0,0,0
12537,6_station_klein_flottbek_6.1,22,Validation,[0-20[,89094,0,0,0,9917,0,0,0
12538,6_station_klein_flottbek_6.1,22,Validation,[20-40[,50837,0,0,1030,3463,0,0,0
12539,6_station_klein_flottbek_6.1,22,Validation,[40-60[,14957,0,0,45,773,0,0,0
12540,6_station_klein_flottbek_6.1,22,Validation,[60-80[,11454,0,0,40,368,0,0,0
12541,6_station_klein_flottbek_6.1,22,Validation,[80-100[,3024,0,0,75,115,0,0,0
12542,6_station_klein_flottbek_6.1,22,Validation,[100-140[,6960,0,0,0,53,0,553,0
12543,6_station_klein_flottbek_6.1,22,Validation,[140-180[,2692,41,0,0,6,0,0,0
12544,6_station_klein_flottbek_6.1,22,Validation,[180-220[,1639,206,0,0,7,0,0,0
12545,6_station_klein_flottbek_6.1,22,Validation,[220-1000[,2136,0,0,0,0,0,0,0
12546,3_fire_site_3.4,93,Validation,[0-20[,59008,0,61191,0,8793,0,0,0
12547,3_fire_site_3.4,93,Validation,[20-40[,19334,0,10907,0,4085,0,0,0
12548,3_fire_site_3.4,93,Validation,[40-60[,11110,0,514,0,958,2085,502,0
12549,3_fire_site_3.4,93,Validation,[60-80[,5805,372,0,0,455,0,0,0
12550,3_fire_site_3.4,93,Validation,[80-100[,1988,30,0,0,40,0,0,0
12551,3_fire_site_3.4,93,Validation,[100-140[,4589,0,0,0,8,312,0,0
12552,3_fire_site_3.4,93,Validation,[140-180[,1458,0,0,0,0,0,89,0
12553,3_fire_site_3.4,93,Validation,[180-220[,787,0,0,0,0,255,0,0
